ons_id,constituency_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,gender,candidate_type,old_constituency
E14001506,Spen Valley,Yorkshire and The Humber,England,Borough,7/5/24 5:56,Lab gain from Con,Lab,Labour,,Kim,Leadbeater,,4923,Female,Re-elected Member,Batley and Spen
E14001507,St Albans,East of England,England,County,7/5/24 5:32,LD hold,LD,Liberal Democrat,,Daisy,Cooper,,4769,Female,Re-elected Member,St Albans
E14001508,St Austell and Newquay,South West,England,County,7/5/24 6:03,Lab gain from Con,Lab,Labour,,Noah,Law,Charles,,Male,New member,
E14001509,St Helens North,North West,England,County,7/5/24 4:01,Lab hold,Lab,Labour,,David,Baines,Edward,,Male,New member,
E14001510,St Helens South and Whiston,North West,England,Borough,7/5/24 4:31,Lab hold,Lab,Labour,Ms,Marie,Rimmer,Elizabeth,4457,Female,Re-elected Member,St Helens South and Whiston
E14001511,St Ives,South West,England,County,7/5/24 6:07,LD gain from Con,LD,Liberal Democrat,,Andrew,George,Henry,227,Male,Historical member,
E14001512,St Neots and Mid Cambridgeshire,East of England,England,County,7/5/24 5:59,LD gain from Con,LD,Liberal Democrat,,Ian,Sollom,Fraser,,Male,New member,
E14001513,Stafford,West Midlands,England,County,7/5/24 6:20,Lab gain from Con,Lab,Labour,,Leigh,Ingham,,,Female,New member,
E14001514,Staffordshire Moorlands,West Midlands,England,County,7/5/24 4:00,Con hold,Con,Conservative,,Karen,Bradley,Anne,4110,Female,Re-elected Member,Staffordshire Moorlands
E14001515,Stalybridge and Hyde,North West,England,County,7/5/24 3:34,Lab hold,Lab,Labour and Co-operative,,Jonathan,Reynolds,Neil,4119,Male,Re-elected Member,Stalybridge and Hyde
E14001516,Stevenage,East of England,England,County,7/5/24 3:18,Lab gain from Con,Lab,Labour,,Kevin,Bonavia,,,Male,New member,
S14000105,Stirling and Strathallan,Scotland,Scotland,County,7/5/24 4:49,Lab gain from SNP,Lab,Labour,,Chris,Kane,,,Male,New member,
E14001517,Stockport,North West,England,Borough,7/5/24 3:54,Lab hold,Lab,Labour,,Navendu,Mishra,Prabhat,4811,Male,Re-elected Member,Stockport
E14001518,Stockton North,North East,England,County,7/5/24 3:53,Lab hold,Lab,Labour,,Chris,McDonald,,,Male,New member,
E14001519,Stockton West,North East,England,County,7/5/24 4:48,Con hold,Con,Conservative,,Matt,Vickers,,4844,Male,Re-elected Member,Stockton South
E14001520,Stoke-on-Trent Central,West Midlands,England,Borough,7/5/24 6:35,Lab gain from Con,Lab,Labour and Co-operative,,Gareth,Snell,Craig,4595,Male,Historical member,
E14001521,Stoke-on-Trent North,West Midlands,England,Borough,7/5/24 6:35,Lab gain from Con,Lab,Labour,,David,Williams,,,Male,New member,
E14001522,Stoke-on-Trent South,West Midlands,England,County,7/5/24 6:34,Lab gain from Con,Lab,Labour,,Allison,Gardner,,,Female,New member,
E14001523,"Stone, Great Wyrley and Penkridge",West Midlands,England,County,7/5/24 6:38,Con hold,Con,Conservative,,Gavin,Williamson,Alexander,4108,Male,Re-elected Member,South Staffordshire
E14001524,Stourbridge,West Midlands,England,Borough,7/5/24 6:43,Lab gain from Con,Lab,Labour,,Cat,Eccles,,,Female,New member,
N05000016,Strangford,Northern Ireland,Northern Ireland,County,7/5/24 5:28,DUP hold,DUP,Democratic Unionist Party,,Jim,Shannon,,4131,Male,Re-elected Member,Strangford
E14001525,Stratford and Bow,London,England,Borough,7/5/24 6:22,Lab hold,Lab,Labour,,Uma,Kumaran,,,Female,New member,
E14001526,Stratford-on-Avon,West Midlands,England,County,7/5/24 6:43,LD gain from Con,LD,Liberal Democrat,,Manuela,Perteghella,,,Female,New member,
E14001527,Streatham and Croydon North,London,England,Borough,7/5/24 6:22,Lab hold,Lab,Labour and Co-operative,,Steve,Reed,,4268,Male,Re-elected Member,Croydon North
E14001528,Stretford and Urmston,North West,England,Borough,7/5/24 5:29,Lab hold,Lab,Labour,,Andrew,Western,Howard,4979,Male,Re-elected Member,Stretford and Urmston
E14001529,Stroud,South West,England,County,7/5/24 1:53,Lab gain from Con,Lab,Labour,Dr,Simon,Opher,Joseph,,Male,New member,
E14001530,Suffolk Coastal,East of England,England,County,7/5/24 5:57,Lab gain from Con,Lab,Labour,,Jenny,Riddell-Carpenter,,,Female,New member,
E14001531,Sunderland Central,North East,England,Borough,7/5/24 1:07,Lab hold,Lab,Labour,,Lewis,Atkinson,Malcolm ,,Male,New member,
E14001532,Surrey Heath,South East,England,County,7/5/24 6:24,LD gain from Con,LD,Liberal Democrat,,Al,Pinkerton,,,Male,New member,
E14001533,Sussex Weald,South East,England,County,7/5/24 6:25,Con hold,Con,Conservative,,Nus,Ghani,,4460,Female,Re-elected Member,Wealden
E14001534,Sutton and Cheam,London,England,Borough,7/5/24 6:23,LD gain from Con,LD,Liberal Democrat,,Luke,Taylor,,,Male,New member,
E14001535,Sutton Coldfield,West Midlands,England,Borough,7/5/24 6:40,Con hold,Con,Conservative,,Andrew,Mitchell,,1211,Male,Re-elected Member,Sutton Coldfield
W07000108,Swansea West,Wales,Wales,County,7/5/24 3:20,Lab hold,Lab,Labour,,Torsten,Bell,,,Male,New member,
E14001536,Swindon North,South West,England,County,7/5/24 2:16,Lab gain from Con,Lab,Labour,,Will,Stone,,,Male,New member,
E14001537,Swindon South,South West,England,Borough,7/5/24 0:49,Lab gain from Con,Lab,Labour,,Heidi,Alexander,,4038,Female,Historical member,
E14001538,Tamworth,West Midlands,England,County,7/5/24 6:32,Lab gain from Con,Lab,Labour,,Sarah,Edwards,Siena,5001,Female,Re-elected Member,Tamworth
E14001539,Tatton,North West,England,County,7/5/24 5:52,Con hold,Con,Conservative,,Esther,McVey,Louise,4084,Female,Re-elected Member,Tatton
E14001540,Taunton and Wellington,South West,England,County,7/5/24 5:18,LD gain from Con,LD,Liberal Democrat,Mr,Gideon,Amos,John,,Male,New member,
E14001541,Telford,West Midlands,England,Borough,7/5/24 2:27,Lab gain from Con,Lab,Labour,,Shaun,Davies,,,Male,New member,
E14001542,Tewkesbury,South West,England,County,7/5/24 7:31,LD gain from Con,LD,Liberal Democrat,,Cameron,Thomas,,,Male,New member,
E14001543,The Wrekin,West Midlands,England,County,7/5/24 6:38,Con hold,Con,Conservative,,Mark,Pritchard,,1576,Male,Re-elected Member,The Wrekin
E14001544,Thirsk and Malton,Yorkshire and The Humber,England,County,7/5/24 5:59,Con hold,Con,Conservative,,Kevin,Hollinrake,,4474,Male,Re-elected Member,Thirsk and Malton
E14001545,Thornbury and Yate,South West,England,County,7/5/24 4:29,LD gain from Con,LD,Liberal Democrat,,Claire,Young,Louise,,Female,New member,
E14001546,Thurrock,East of England,England,Borough,7/5/24 3:10,Lab gain from Con,Lab,Labour,,Jen,Craft,,,Female,New member,
E14001547,Tipton and Wednesbury,West Midlands,England,Borough,7/5/24 6:37,Lab gain from Con,Lab,Labour,,Antonia,Bance,Kay,,Female,New member,
E14001548,Tiverton and Minehead,South West,England,County,7/5/24 5:20,LD gain from Con,LD,Liberal Democrat,,Rachel,Gilmour,Clare,,Female,New member,
E14001549,Tonbridge,South East,England,County,7/5/24 6:27,Con hold,Con,Conservative,,Tom,Tugendhat,,4462,Male,Re-elected Member,Tonbridge and Malling
E14001550,Tooting,London,England,Borough,7/5/24 6:24,Lab hold,Lab,Labour,Dr,Rosena,Allin-Khan,Chantelle,4573,Female,Re-elected Member,Tooting
E14001551,Torbay,South West,England,Borough,7/5/24 3:15,LD gain from Con,LD,Liberal Democrat,,Steve,Darling,,,Male,New member,
W07000109,Torfaen,Wales,Wales,County,7/5/24 3:04,Lab hold,Lab,Labour,,Nick,Thomas-Symonds,,4479,Male,Re-elected Member,Torfaen
E14001552,Torridge and Tavistock,South West,England,County,7/5/24 6:56,Con hold,Con,Conservative,Sir,Geoffrey,Cox,,1508,Male,Re-elected Member,Torridge and West Devon
E14001553,Tottenham,London,England,Borough,7/5/24 6:25,Lab hold,Lab,Labour,,David,Lammy,,206,Male,Re-elected Member,Tottenham
E14001554,Truro and Falmouth,South West,England,County,7/5/24 5:48,Lab gain from Con,Lab,Labour and Co-operative,,Jayne,Kirkham,,,Female,New member,
E14001555,Tunbridge Wells,South East,England,County,7/5/24 5:13,LD gain from Con,LD,Liberal Democrat,,Mike,Martin,,,Male,New member,
E14001556,Twickenham,London,England,Borough,7/5/24 6:26,LD hold,LD,Liberal Democrat,,Munira,Wilson,,4776,Female,Re-elected Member,Twickenham
E14001557,Tynemouth,North East,England,Borough,7/5/24 2:37,Lab hold,Lab,Labour,Sir,Alan,Campbell,,529,Male,Re-elected Member,Tynemouth
N05000017,Upper Bann,Northern Ireland,Northern Ireland,County,7/5/24 4:26,DUP hold,DUP,Democratic Unionist Party,,Carla,Lockhart,,4857,Female,Re-elected Member,Upper Bann
E14001558,Uxbridge and South Ruislip,London,England,Borough,7/5/24 7:01,Lab gain from Con,Lab,Labour,,Danny,Beales,,,Male,New member,
W07000110,Vale of Glamorgan,Wales,Wales,County,7/5/24 2:31,Lab gain from Con,Lab,Labour,,Kanishka,Narayan,,,Male,New member,
E14001559,Vauxhall and Camberwell Green,London,England,Borough,7/5/24 6:26,Lab hold,Lab,Labour and Co-operative,,Florence,Eshalomi,,4870,Female,Re-elected Member,Vauxhall
E14001560,Wakefield and Rothwell,Yorkshire and The Humber,England,Borough,7/5/24 5:41,Lab gain from Con,Lab,Labour and Co-operative,,Simon,Lightwood,,4943,Male,Re-elected Member,Wakefield
E14001561,Wallasey,North West,England,Borough,7/5/24 5:31,Lab hold,Lab,Labour,Dame,Angela,Eagle,,491,Female,Re-elected Member,Wallasey
E14001562,Walsall and Bloxwich,West Midlands,England,Borough,7/5/24 6:36,Lab gain from Con,Lab,Labour,,Valerie,Vaz,,4076,Female,Re-elected Member,Walsall South
E14001563,Walthamstow,London,England,Borough,7/5/24 6:27,Lab hold,Lab,Labour and Co-operative,,Stella,Creasy,Judith,4088,Female,Re-elected Member,Walthamstow
E14001564,Warrington North,North West,England,County,7/5/24 4:33,Lab hold,Lab,Labour,,Charlotte,Nichols,Louise,4799,Female,Re-elected Member,Warrington North
E14001565,Warrington South,North West,England,County,7/5/24 4:34,Lab hold,Lab,Labour and Co-operative,,Sarah,Hall,,,Female,New member,
E14001566,Warwick and Leamington,West Midlands,England,County,7/5/24 6:34,Lab hold,Lab,Labour,,Matt,Western,,4617,Male,Re-elected Member,Warwick and Leamington
E14001567,Washington and Gateshead South,North East,England,Borough,7/5/24 1:08,Lab hold,Lab,Labour,Mrs,Sharon,Hodgson,,1521,Female,Re-elected Member,Washington and Sunderland West
E14001568,Watford,East of England,England,Borough,7/5/24 5:58,Lab gain from Con,Lab,Labour,,Matt,Turmaine,,,Male,New member,
E14001569,Waveney Valley,East of England,England,County,7/5/24 6:07,Green gain from Con,Green,Green,,Adrian,Ramsay,Philip,,Male,New member,
E14001570,Weald of Kent,South East,England,County,7/5/24 6:29,Con hold,Con,Conservative,,Katie,Lam,Jane Lotte,,Female,New member,
E14001571,Wellingborough and Rushden,East Midlands,England,County,7/5/24 6:32,Lab gain from Con,Lab,Labour,,Gen,Kitchen,,5011,Female,Re-elected Member,Wellingborough
E14001572,Wells and Mendip Hills,South West,England,County,7/5/24 5:30,LD gain from Con,LD,Liberal Democrat,,Tessa,Munt,Jane,4089,Female,Historical member,
E14001573,Welwyn Hatfield,East of England,England,County,7/5/24 3:15,Lab gain from Con,Lab,Labour,,Andrew,Lewin,Alan,,Male,New member,
S14000111,West Aberdeenshire and Kincardine,Scotland,Scotland,County,7/5/24 6:42,Con hold,Con,Conservative,,Andrew,Bowie,Campbell,4601,Male,Re-elected Member,West Aberdeenshire and Kincardine
E14001574,West Bromwich,West Midlands,England,Borough,7/5/24 3:43,Lab gain from Con,Lab,Labour,,Sarah,Coombes,,,Female,New member,
E14001575,West Dorset,South West,England,County,7/5/24 6:37,LD gain from Con,LD,Liberal Democrat,,Edward,Morello,,,Male,New member,
S14000106,West Dunbartonshire,Scotland,Scotland,County,7/5/24 3:16,Lab gain from SNP,Lab,Labour,,Douglas,McAllister,,,Male,New member,
E14001576,West Ham and Beckton,London,England,Borough,7/5/24 6:28,Lab hold,Lab,Labour,,James,Asser,Edward,,Male,New member,
E14001577,West Lancashire,North West,England,County,7/5/24 5:07,Lab hold,Lab,Labour,,Ashley,Dalton,,4981,Female,Re-elected Member,West Lancashire
E14001578,West Suffolk,East of England,England,County,7/5/24 3:21,Con hold,Con,Conservative,,Nick,Timothy,,,Male,New member,
N05000018,West Tyrone,Northern Ireland,Northern Ireland,County,7/5/24 4:43,SF hold,SF,Sinn Fein,,Órfhlaith,Begley,,4697,Female,Re-elected Member,West Tyrone
E14001579,West Worcestershire,West Midlands,England,County,7/5/24 6:33,Con hold,Con,Conservative,Dame,Harriett,Baldwin,Mary Morison,4107,Female,Re-elected Member,West Worcestershire
E14001580,Westmorland and Lonsdale,North West,England,County,7/5/24 5:53,LD gain from Con,LD,Liberal Democrat,,Tim,Farron,,1591,Male,Re-elected Member,Westmorland and Lonsdale
E14001581,Weston-super-Mare,South West,England,County,7/5/24 4:50,Lab gain from Con,Lab,Labour,,Daniel,Aldridge,,,Male,New member,
E14001582,Wetherby and Easingwold,Yorkshire and The Humber,England,County,7/5/24 7:12,Con hold,Con,Conservative,Sir,Alec,Shelbrooke,Edward,3997,Male,Re-elected Member,Elmet and Rothwell
E14001583,Whitehaven and Workington,North West,England,County,7/5/24 2:50,Lab gain from Con,Lab,Labour,,Josh,MacAlister,,,Male,New member,
E14001584,Widnes and Halewood,North West,England,County,7/5/24 2:31,Lab hold,Lab,Labour,,Derek,Twigg,,429,Male,Re-elected Member,Halton
E14001585,Wigan,North West,England,County,7/5/24 3:21,Lab hold,Lab,Labour,,Lisa,Nandy ,Eva ,4082,Female,Re-elected Member,Wigan
E14001586,Wimbledon,London,England,Borough,7/5/24 6:29,LD gain from Con,LD,Liberal Democrat,Mr,Paul,Kohler,,,Male,New member,
E14001587,Winchester,South East,England,County,7/5/24 6:30,LD gain from Con,LD,Liberal Democrat,,Danny,Chambers,,,Male,New member,
E14001588,Windsor,South East,England,County,7/5/24 7:02,Con hold,Con,Conservative,,Jack,Rankin,Michael,,Male,New member,
E14001589,Wirral West,North West,England,County,7/5/24 5:11,Lab hold,Lab,Labour,,Matthew,Patrick,John,,Male,New member,
E14001590,Witham,East of England,England,County,7/5/24 6:50,Con hold,Con,Conservative,,Priti,Patel,Sushil,4066,Female,Re-elected Member,Witham
E14001591,Witney,South East,England,County,7/5/24 6:46,LD gain from Con,LD,Liberal Democrat,,Charles,Maynard,Adrian MacFie,,Male,New member,
E14001592,Woking,South East,England,Borough,7/5/24 6:49,LD gain from Con,LD,Liberal Democrat,,Will,Forster,,,Male,New member,
E14001593,Wokingham,South East,England,County,7/5/24 5:20,LD gain from Con,LD,Liberal Democrat,,Clive,Jones,,,Male,New member,
E14001594,Wolverhampton North East,West Midlands,England,Borough,7/5/24 6:32,Lab gain from Con,Lab,Labour,,Sureena,Brackenridge,,,Female,New member,
E14001595,Wolverhampton South East,West Midlands,England,Borough,7/5/24 6:31,Lab hold,Lab,Labour,,Pat,McFadden,,1587,Male,Re-elected Member,Wolverhampton South East
E14001596,Wolverhampton West,West Midlands,England,Borough,7/5/24 6:31,Lab gain from Con,Lab,Labour,,Warinder ,Juss,Singh,,Male,New member,
E14001597,Worcester,West Midlands,England,Borough,7/5/24 4:50,Lab gain from Con,Lab,Labour,,Tom,Collins,,,Male,New member,
E14001598,Worsley and Eccles,North West,England,County,7/5/24 5:55,Lab hold,Lab,Labour,,Michael,Wheeler,Joseph,,Male,New member,
E14001599,Worthing West,South East,England,County,7/5/24 6:04,Lab gain from Con,Lab,Labour,Dr,Beccy,Cooper,,,Female,New member,
W07000111,Wrexham,Wales,Wales,County,7/5/24 3:02,Lab gain from Con,Lab,Labour,,Andrew,Ranger,,,Male,New member,
E14001600,Wycombe,South East,England,County,7/5/24 7:12,Lab gain from Con,Lab,Labour,,Emma,Reynolds,,4077,Female,Historical member,
E14001601,Wyre Forest,West Midlands,England,County,7/5/24 5:27,Con hold,Con,Conservative,,Mark,Garnier,Robert Timothy,4074,Male,Re-elected Member,Wyre Forest
E14001602,Wythenshawe and Sale East,North West,England,Borough,7/5/24 5:56,Lab hold,Lab,Labour,,Mike,Kane,,4316,Male,Re-elected Member,Wythenshawe and Sale East
E14001603,Yeovil,South West,England,County,7/5/24 4:54,LD gain from Con,LD,Liberal Democrat,,Adam,Dance,James,,Male,New member,
W07000112,Ynys Mon,Wales,Wales,County,7/5/24 3:27,PC gain from Con,PC,Plaid Cymru,,Llinos,Medi,,,Female,New member,
E14001604,York Central,Yorkshire and The Humber,England,Borough,7/5/24 5:38,Lab hold,Lab,Labour and Co-operative,,Rachael,Maskell,,4471,Female,Re-elected Member,York Central
E14001605,York Outer,Yorkshire and The Humber,England,County,7/5/24 5:36,Lab gain from Con,Lab,Labour,,Luke,Charters,,,Male,New member,
S14000094,"Inverness, Skye and West Ross-shire",,,,7/6/24 18:00,,LD,
